host_since,host_listings_count_total,host_listings_count_entire_homes,host_listings_count_private_rooms,host_listings_count_shared_rooms,locale,month_host_joined,host_response_proportion,host_acceptance_proportion,id_host
2015-04-30,1,1,0,0,New York,04,1,1,32287739
2015-01-19,51,0,51,0,New York,01,0.98,0.5,26377263
2014-06-30,2,0,2,0,New York,06,1,0.75,17466612
2015-01-19,51,0,51,0,New York,01,0.98,0.5,26377263
2015-01-19,51,0,51,0,New York,01,0.98,0.5,26377263
2011-07-14,2,0,2,0,New York,07,1,0.86,819759
2019-12-20,1,1,0,0,New York,12,1,0.83,319336189
2017-01-22,2,1,1,0,New York,01,1,0.97,112773863
2012-07-16,2,0,2,0,New York,07,0.97,0.98,2955215
2021-06-22,1,1,0,0,New York,06,1,0.9,408578454
2020-08-31,3,2,1,0,New York,08,1,1,365309485
2017-01-22,2,1,1,0,New York,01,1,0.97,112773863
2017-02-17,2,0,2,0,New York,02,1,1,116824642
2017-03-14,8,0,8,0,New York,03,1,0.82,120767920
2020-08-31,3,2,1,0,New York,08,1,1,365309485
2021-06-23,1,1,0,0,New York,06,1,0.97,408659638
2016-09-17,7,7,0,0,New York,09,0.95,0.96,95570540
2016-09-17,7,7,0,0,New York,09,0.95,0.96,95570540
2018-06-30,1,1,0,0,New York,06,1,1,199011457
2015-02-17,1,1,0,0,New York,02,1,1,27895636
2014-08-11,1,1,0,0,New York,08,1,0.81,19855355
2014-07-22,1,1,0,0,New York,07,1,1,18679866
2017-08-02,4,0,4,0,New York,08,1,0.66,144008701
2018-07-03,1,1,0,0,New York,07,1,0.91,199806359
2014-07-04,1,0,1,0,New York,07,1,0.79,17639548
2017-02-17,2,0,2,0,New York,02,1,1,116824642
2015-06-17,1,0,1,0,New York,06,1,1,36063879
2014-05-06,1,1,0,0,New York,05,1,0.93,15197890
2013-11-12,1,1,0,0,New York,11,1,0.86,9966214
2021-06-24,10,0,10,0,New York,06,0.99,0.98,408979935
2018-03-13,1,1,0,0,New York,03,1,1,178251233
2021-02-16,2,0,2,0,New York,02,1,0.94,388823905
2021-02-19,1,0,1,0,New York,02,1,1,389271848
2019-07-24,34,34,0,0,New York,07,1,0.65,278925199
2018-11-18,1,1,0,0,New York,11,1,1,226399742
2014-06-24,1,1,0,0,New York,06,1,1,17193773
2021-06-25,1,1,0,0,New York,06,0.8,1,409114998
2014-05-26,4,1,3,0,New York,05,1,1,16006197
2015-05-22,2,1,1,0,New York,05,0.9,0.9,33988602
2019-08-19,1,1,0,0,New York,08,0.9,0.77,287178820
2021-06-25,1,1,0,0,New York,06,0.93,0.99,409139174
2015-02-23,1,1,0,0,New York,02,1,0.95,28212095
2021-06-25,2,0,2,0,New York,06,1,1,409170142
2017-11-29,1,1,0,0,New York,11,1,1,160614016
2021-06-26,1,0,1,0,New York,06,1,0.75,409303584
2020-02-08,2,2,0,0,New York,02,1,1,334490031
2020-01-10,6,0,0,6,New York,01,1,0.96,326347749
2021-06-26,1,1,0,0,New York,06,0.44,0.62,409207154
2015-09-22,1,1,0,0,New York,09,1,1,44811074
2020-01-10,6,0,0,6,New York,01,1,0.96,326347749
2016-09-17,7,7,0,0,New York,09,0.95,0.96,95570540
2020-11-30,2,2,0,0,New York,11,1,0.99,377696966
2021-06-15,1,1,0,0,New York,06,1,0.91,407386185
2020-10-04,1,1,0,0,New York,10,1,0.97,370624057
2016-08-23,1,1,0,0,New York,08,1,1,91563694
2011-07-29,5,5,0,0,New York,07,1,0.9,890215
2016-09-17,7,7,0,0,New York,09,0.95,0.96,95570540
2019-11-05,6,6,0,0,New York,11,1,0.92,307197943
2018-02-04,10,0,10,0,New York,02,1,1,171697479
2016-05-09,3,3,0,0,New York,05,0.92,1,71097702
2018-03-30,1,0,1,0,New York,03,0.67,0.8,181437319
2020-11-24,3,3,0,0,New York,11,1,0.99,376905135
2017-08-28,2,0,2,0,New York,08,0.97,0.98,148102066
2021-05-24,1,0,1,0,New York,05,1,1,403322325
2013-12-02,1,1,0,0,New York,12,1,0.83,10394112
2021-06-24,10,0,10,0,New York,06,0.99,0.98,408979935
2021-06-24,10,0,10,0,New York,06,0.99,0.98,408979935
2015-07-18,1,1,0,0,New York,07,1,0.98,38865702
2018-11-27,3,3,0,0,New York,11,1,1,227872371
2013-03-25,48,0,48,0,New York,03,1,0.96,5615582
2021-06-28,1,1,0,0,New York,06,1,1,409742016
2014-08-17,1,0,1,0,New York,08,1,1,20174555
2015-11-14,1,1,0,0,New York,11,0.92,0.84,49018902
2011-04-30,3,0,3,0,New York,04,0.9,0.78,546370
2019-06-09,26,3,23,0,New York,06,1,0.87,267272502
2017-06-04,1,1,0,0,New York,06,1,1,133319015
2018-05-02,1,1,0,0,New York,05,1,1,187487947
2021-06-10,2,1,1,0,New York,06,0.77,0.95,406297178
2021-05-12,16,0,16,0,New York,05,1,1,401202937
2021-05-12,16,0,16,0,New York,05,1,1,401202937
2014-12-26,1,1,0,0,New York,12,1,1,25233305
2021-03-05,1,1,0,0,New York,03,1,0.85,391271295
2015-08-16,1,1,0,0,New York,08,1,0.89,41602405
2021-06-29,1,0,1,0,New York,06,1,1,409899762
2013-10-16,1,1,0,0,New York,10,0.9,0.48,9463214
2021-06-29,2,2,0,0,New York,06,0.97,1,409935300
2014-05-18,1,1,0,0,New York,05,1,1,15672224
2017-01-02,1,1,0,0,New York,01,1,0.87,109442039
2021-06-29,10,0,10,0,New York,06,0.92,0.99,409949048
2021-06-29,10,0,10,0,New York,06,0.92,0.99,409949048
2021-06-29,10,0,10,0,New York,06,0.92,0.99,409949048
2021-06-29,10,0,10,0,New York,06,0.92,0.99,409949048
2021-06-29,10,0,10,0,New York,06,0.92,0.99,409949048
2018-12-02,1,1,0,0,New York,12,0.91,1,228715959
2012-02-22,1,1,0,0,New York,02,0.89,1,1792688
2019-07-07,1,1,0,0,New York,07,0.9,1,274134663
2021-06-28,1,1,0,0,New York,06,0.9,1,409781592
2015-11-01,4,2,2,0,New York,10,1,0.52,47900722
2021-06-30,2,2,0,0,New York,06,1,1,410066428
2011-04-30,3,0,3,0,New York,04,0.9,0.78,546370
2013-10-07,31,31,0,0,New York,10,1,0.82,9293730
2018-06-07,7,7,0,0,New York,06,1,0.98,194142632
2018-07-24,102,4,98,0,New York,07,0.99,0.68,204704622
2021-06-30,1,1,0,0,New York,06,1,1,410110418
2015-06-16,1,1,0,0,New York,06,1,1,35967771
2013-12-09,3,1,2,0,New York,12,0.97,0.91,10529251
2019-04-09,1,0,1,0,New York,04,1,0.67,254386690
2021-06-30,1,0,1,0,New York,06,1,0.43,410123680
2013-07-23,1,0,1,0,New York,07,0.5,1,7663501
2014-05-01,1,1,0,0,New York,04,1,0.29,14963330
2019-07-11,2,0,2,0,New York,07,0.7,1,275235454
2017-06-28,1,0,1,0,New York,06,0.9,0.97,137519025
2021-04-04,3,0,3,0,New York,04,0.83,1,395520753
2021-06-30,1,1,0,0,New York,06,0.89,0.92,410180930
2021-06-30,2,2,0,0,New York,06,1,0.54,410184548
2019-06-09,26,3,23,0,New York,06,1,0.87,267272502
2013-08-30,1,0,1,0,New York,08,1,0.85,8539550
2019-06-09,26,3,23,0,New York,06,1,0.87,267272502
2018-05-17,1,1,0,0,New York,05,1,1,190174537
2013-04-09,6,0,6,0,New York,04,0.9,0.51,5853457
2015-01-11,1,1,0,0,New York,01,1,1,25932245
2011-07-01,1,1,0,0,New York,06,1,0.55,764790
2021-05-08,2,0,2,0,New York,05,1,0.94,400606428
2014-03-06,1,1,0,0,New York,03,1,1,12857933
2017-12-29,1,1,0,0,New York,12,1,1,164881701
2021-07-02,1,1,0,0,New York,07,1,0.95,410444097
2021-06-09,5,0,5,0,New York,06,0.9,0.9,406175571
2021-06-09,5,0,5,0,New York,06,0.9,0.9,406175571
2015-03-02,1,1,0,0,New York,03,1,1,28601986
2021-06-13,4,0,4,0,New York,06,1,0.98,406942662
2021-06-13,4,0,4,0,New York,06,1,0.98,406942662
2021-07-02,2,0,2,0,New York,07,1,0.98,410521823
2016-01-07,7,0,5,2,New York,01,1,1,53686964
2020-06-11,1,1,0,0,New York,06,1,1,349662394
2021-07-02,1,1,0,0,New York,07,1,1,410561414
2019-10-12,16,14,2,0,New York,10,0.96,0.63,301831302
2017-01-26,4,1,3,0,New York,01,0.88,0.69,113468097
2021-02-22,1,1,0,0,New York,02,0.9,0.82,389713958
2021-06-13,4,0,4,0,New York,06,1,0.98,406942662
2014-08-23,1,1,0,0,New York,08,1,1,20448750
2016-06-02,4,4,0,0,New York,06,1,0.92,75395247
2016-09-17,7,7,0,0,New York,09,0.95,0.96,95570540
2017-09-04,2,0,2,0,New York,09,1,1,149151114
2014-12-20,1,1,0,0,New York,12,1,1,25043292
2018-10-26,1,1,0,0,New York,10,0.9,1,222757969
2021-06-11,3,0,3,0,New York,06,1,0.98,406606560
2017-05-05,1,0,1,0,New York,05,1,0.91,128940676
2015-12-17,8,8,0,0,New York,12,0.95,1,51589519
2020-11-01,2,1,1,0,New York,10,1,0.94,374081944
2014-09-19,4,2,2,0,New York,09,1,0.8,21534672
2021-05-30,2,1,1,0,New York,05,0.95,0.98,404355372
2017-11-03,2,2,0,0,New York,11,1,0.73,157301360
2016-12-17,2,2,0,0,New York,12,0.94,0.83,107516522
2014-05-16,1,1,0,0,New York,05,1,1,15586729
2021-07-05,1,1,0,0,New York,07,0.4,1,411007202
2016-09-20,2,2,0,0,New York,09,0.95,0.9,96049478
2021-07-05,3,1,2,0,New York,07,1,0.94,411034737
2013-10-18,1,1,0,0,New York,10,0.8,0.62,9505527
2015-11-15,5,0,5,0,New York,11,0.98,1,49108760
2018-09-16,7,1,6,0,New York,09,1,1,215759678
2018-07-12,3,0,3,0,New York,07,1,0.97,201875657
2015-12-19,6,6,0,0,New York,12,1,0.68,51716739
2018-07-12,3,0,3,0,New York,07,1,0.97,201875657
2021-05-03,1,0,1,0,New York,05,0.95,0.95,399868350
2020-11-05,1,1,0,0,New York,11,1,1,374593637
2012-04-11,32,32,0,0,New York,04,0.92,0.92,2119276
2021-07-05,1,1,0,0,New York,07,1,1,411146302
2018-11-20,4,0,4,0,New York,11,0.86,0.96,226739525
2016-08-19,2,1,1,0,New York,08,1,1,90787064
2016-09-17,7,7,0,0,New York,09,0.95,0.96,95570540
2017-03-05,2,0,2,0,New York,03,1,0.97,119301523
2016-09-19,2,1,1,0,New York,09,1,0.97,95958773
2012-07-30,4,0,4,0,New York,07,1,0.34,3103656
2012-08-21,2,1,1,0,New York,08,1,0.59,3325418
2021-07-06,1,0,1,0,New York,07,0.7,0.79,411289125
2012-08-21,2,1,1,0,New York,08,1,0.59,3325418
2021-01-04,2,2,0,0,New York,01,1,0.96,382990330
2013-03-25,48,0,48,0,New York,03,1,0.96,5615582
2021-06-10,14,0,14,0,New York,06,1,0.83,406460695
2021-06-10,14,0,14,0,New York,06,1,0.83,406460695
2017-11-16,176,174,2,0,New York,11,1,0.99,158969505
2021-06-10,14,0,14,0,New York,06,1,0.83,406460695
2015-06-23,1,0,1,0,New York,06,0,0.27,36575841
2016-09-26,1,1,0,0,New York,09,1,1,96891607
2017-11-16,176,174,2,0,New York,11,1,0.99,158969505
2017-11-16,176,174,2,0,New York,11,1,0.99,158969505
2017-11-16,176,174,2,0,New York,11,1,0.99,158969505
2014-06-15,1,1,0,0,New York,06,1,0.98,16798055
2016-03-29,1,1,0,0,New York,03,0.9,1,64916208
2017-03-05,2,0,2,0,New York,03,1,0.97,119301523
2017-10-10,4,4,0,0,New York,10,1,0.93,153988027
2021-07-05,3,1,2,0,New York,07,1,0.94,411034737
2018-02-21,1,1,0,0,New York,02,0.7,0.88,174600176
2013-02-20,13,13,0,0,New York,02,0.92,0.86,5162192
2020-09-29,4,4,0,0,New York,09,1,0.49,369817284
2015-12-08,1,0,1,0,New York,12,0.3,0.35,50853965
2019-06-09,26,3,23,0,New York,06,1,0.87,267272502
2020-08-05,1,0,1,0,New York,08,1,0.93,360780711
2015-09-08,7,0,0,7,New York,09,0.98,0.99,43719073
2019-11-29,3,0,3,0,New York,11,1,1,313011393
2014-08-05,1,1,0,0,New York,08,1,1,19517891
2015-12-09,2,0,2,0,New York,12,1,0.95,50881897
2016-02-21,1,1,0,0,New York,02,1,0.95,59795431
2015-10-20,4,4,0,0,New York,10,1,0.98,47022650
2019-04-04,6,0,6,0,New York,04,0.89,0.9,253332603
2016-06-10,1,1,0,0,New York,06,1,0.85,76943965
2021-06-22,30,0,30,0,New York,06,0.96,0.9,408542595
2013-12-19,3,1,1,1,New York,12,1,1,10712727
2021-05-24,1,1,0,0,New York,05,0.9,0.69,403320678
2021-06-02,3,1,2,0,New York,06,1,0.78,404960164
2021-06-22,30,0,30,0,New York,06,0.96,0.9,408542595
2017-03-21,1,1,0,0,New York,03,1,0.34,121917551
2021-06-22,30,0,30,0,New York,06,0.96,0.9,408542595
2021-06-22,30,0,30,0,New York,06,0.96,0.9,408542595
2013-11-07,23,6,17,0,New York,11,0.74,0.48,9864136
2018-11-07,3,3,0,0,New York,11,1,0.99,224733902
2021-07-07,1,1,0,0,New York,07,1,0.96,411581900
2014-08-06,4,3,1,0,New York,08,0.99,0.85,19569903
2021-07-08,2,0,2,0,New York,07,1,0.97,411621536
2016-05-18,1,1,0,0,New York,05,1,1,72774071
2021-07-08,1,1,0,0,New York,07,1,1,411676796
2014-07-07,4,4,0,0,New York,07,0.94,0.78,17775359
2018-04-08,2,2,0,0,New York,04,1,0.96,183111215
2017-11-16,176,174,2,0,New York,11,1,0.99,158969505
2016-05-13,3,3,0,0,New York,05,1,0.84,71852500
2018-09-16,7,1,6,0,New York,09,1,1,215759678
2017-11-16,176,174,2,0,New York,11,1,0.99,158969505
2020-08-09,1,1,0,0,New York,08,1,0.8,361455854
2016-09-21,1,1,0,0,New York,09,1,0.99,96202808
2018-09-16,7,1,6,0,New York,09,1,1,215759678
2018-09-01,1,1,0,0,New York,08,1,0.85,213035338
2015-03-27,2,2,0,0,New York,03,1,0.69,30101639
2019-04-29,2,2,0,0,New York,04,1,0.93,258806401
2011-09-17,1,1,0,0,New York,09,1,0.46,1171812
2021-06-20,1,1,0,0,New York,06,1,0.96,408194269
2020-07-08,1,0,1,0,New York,07,0.9,1,354785010
2021-07-08,1,1,0,0,New York,07,1,0.5,411771239
2020-09-20,1,1,0,0,New York,09,1,1,368465567
2018-01-08,2,0,2,0,New York,01,1,0.97,166672703
2019-11-10,1,1,0,0,New York,11,0.7,1,308427825
2020-02-08,9,8,1,0,New York,02,1,0.99,334611519
2013-09-20,1,1,0,0,New York,09,1,1,8960577
2018-09-16,7,1,6,0,New York,09,1,1,215759678
2020-05-25,5,0,3,2,New York,05,0.95,0.83,347548987
2016-01-07,7,0,5,2,New York,01,1,1,53686964
2021-07-09,2,0,2,0,New York,07,1,1,411968409
2011-02-10,1,1,0,0,New York,02,1,1,386263
2019-06-09,26,3,23,0,New York,06,1,0.87,267272502
2017-10-25,1,1,0,0,New York,10,1,0.97,156255485
2016-04-10,4,2,2,0,New York,04,1,0.95,66658078
2017-11-16,176,174,2,0,New York,11,1,0.99,158969505
2017-11-16,176,174,2,0,New York,11,1,0.99,158969505
2021-04-23,1,1,0,0,New York,04,1,1,398367132
2020-07-28,1,0,1,0,New York,07,1,0.7,359016315
2016-09-08,1,1,0,0,New York,09,0.9,0.67,94126234
2021-07-10,1,1,0,0,New York,07,1,0.99,412138034
2021-03-03,1,1,0,0,New York,03,1,0.98,391019420
2021-07-02,2,0,2,0,New York,07,1,0.98,410521823
2021-06-17,1,1,0,0,New York,06,0.9,0.87,407661651
2012-11-01,1,1,0,0,New York,10,1,0.83,4030621
2019-06-07,4,0,4,0,New York,06,1,1,267028253
2012-08-09,1,1,0,0,New York,08,1,1,3211428
2018-04-08,2,2,0,0,New York,04,1,0.96,183111215
2021-07-09,19,0,19,0,New York,07,0.99,0.98,411936329
2017-11-16,176,174,2,0,New York,11,1,0.99,158969505
2020-09-26,1,1,0,0,New York,09,1,0.92,369416627
2021-07-09,19,0,19,0,New York,07,0.99,0.98,411936329
2021-07-09,19,0,19,0,New York,07,0.99,0.98,411936329
2021-07-09,19,0,19,0,New York,07,0.99,0.98,411936329
2021-07-09,19,0,19,0,New York,07,0.99,0.98,411936329
2021-07-09,19,0,19,0,New York,07,0.99,0.98,411936329
2019-07-29,1,0,1,0,New York,07,0.96,0.99,280253653
2017-11-16,176,174,2,0,New York,11,1,0.99,158969505
2017-11-16,176,174,2,0,New York,11,1,0.99,158969505
2017-11-16,176,174,2,0,New York,11,1,0.99,158969505
2017-11-16,176,174,2,0,New York,11,1,0.99,158969505
2016-01-26,1,1,0,0,New York,01,0.73,0.72,56232543
2021-07-11,1,0,1,0,New York,07,0.3,0.25,412336508
2013-01-14,1,1,0,0,New York,01,0.98,0.99,4704914
2021-06-10,8,0,8,0,New York,06,1,0.97,406332617
2016-09-16,1,1,0,0,New York,09,0.9,1,95442839
2012-10-06,3,0,3,0,New York,10,1,0.75,3777978
2021-07-12,1,1,0,0,New York,07,1,1,412459804
2017-11-16,176,174,2,0,New York,11,1,0.99,158969505
2017-11-16,176,174,2,0,New York,11,1,0.99,158969505
2017-11-16,176,174,2,0,New York,11,1,0.99,158969505
2014-08-06,4,3,1,0,New York,08,0.99,0.85,19569903
2021-07-12,1,1,0,0,New York,07,1,1,412531962
2013-05-05,1,1,0,0,New York,05,1,0.93,6238225
2021-07-12,1,1,0,0,New York,07,1,0.92,412537511
2017-11-16,176,174,2,0,New York,11,1,0.99,158969505
2017-11-16,176,174,2,0,New York,11,1,0.99,158969505
2018-10-18,2,2,0,0,New York,10,0.88,0.93,221418152
2019-09-12,7,0,7,0,New York,09,0.95,0.78,294428595
2017-05-29,1,1,0,0,New York,05,1,1,132536008
2021-07-12,1,0,1,0,New York,07,0.93,1,412573578
2020-11-30,2,1,1,0,New York,11,1,1,377577659
2017-06-09,2,2,0,0,New York,06,1,0.98,134180270
2021-07-12,1,0,1,0,New York,07,1,1,412583371
2013-09-30,1,1,0,0,New York,09,1,1,9132087
2014-08-06,4,3,1,0,New York,08,0.99,0.85,19569903
2015-09-12,3,3,0,0,New York,09,1,1,44018877
2021-07-13,2,2,0,0,New York,07,1,1,412705715
2021-07-13,1,1,0,0,New York,07,1,1,412716980
2014-04-06,1,1,0,0,New York,04,1,0.75,13977232
2017-11-16,176,174,2,0,New York,11,1,0.99,158969505
2021-06-24,10,0,10,0,New York,06,0.99,0.98,408979935
2019-08-22,1,0,1,0,New York,08,1,0.89,288107418
2021-05-10,1,1,0,0,New York,05,1,0.99,400941075
2012-09-10,1,1,0,0,New York,09,1,1,3531288
2016-08-09,1,0,1,0,New York,08,1,0.93,88929878
2021-05-25,5,0,2,3,New York,05,1,0.99,403471033
2021-03-18,3,0,3,0,New York,03,1,0.98,393196534
2015-08-13,1,1,0,0,New York,08,0.95,0.7,41420874
2019-10-09,8,8,0,0,New York,10,0.99,0.95,301194419
2019-10-09,8,8,0,0,New York,10,0.99,0.95,301194419
2021-07-13,2,2,0,0,New York,07,1,1,412705715
2015-02-10,2,1,1,0,New York,02,1,1,27558716
2011-11-18,1,1,0,0,New York,11,1,1,1421199
2017-06-25,3,1,2,0,New York,06,0.95,0.72,136984427
2010-07-19,1,1,0,0,New York,07,0.89,0.29,173307
2020-12-19,1,1,0,0,New York,12,1,1,380818034
2017-06-25,3,1,2,0,New York,06,0.95,0.72,136984427
2020-03-15,11,11,0,0,New York,03,0.99,1,341752262
2017-03-09,2,2,0,0,New York,03,1,0.98,119936528
2021-05-11,1,0,1,0,New York,05,1,0.67,401145372
2019-02-13,1,1,0,0,New York,02,1,0.91,242954940
2019-05-20,1,1,0,0,New York,05,1,1,262999899
2017-01-26,4,1,3,0,New York,01,0.88,0.69,113468097
2012-12-23,1,1,0,0,New York,12,0.9,0.8,4471600
2018-08-18,1,1,0,0,New York,08,0.93,0.86,210287939
2016-03-03,101,101,0,0,New York,03,0.98,0.85,61391963
2021-05-07,2,0,2,0,New York,05,0.87,0.99,400431577
2018-10-16,1,0,1,0,New York,10,1,0.71,220934687
2021-07-15,1,1,0,0,New York,07,1,0.92,413161278
2017-04-27,2,2,0,0,New York,04,1,1,127847762
2013-04-27,2,2,0,0,New York,04,1,0.43,6114916
2011-07-05,2,2,0,0,New York,07,1,1,779474
2021-03-23,18,4,4,10,New York,03,1,0.99,393897747
2020-05-01,1,1,0,0,New York,04,0.75,0.88,345088683
2019-03-15,1,1,0,0,New York,03,1,1,248968540
2016-08-20,1,1,0,0,New York,08,1,1,91015072
2021-07-01,1,1,0,0,New York,06,0,0.44,410351196
2018-02-12,6,1,5,0,New York,02,1,0.71,173083297
2018-02-12,6,1,5,0,New York,02,1,0.71,173083297
2021-07-15,15,0,15,0,New York,07,0.99,0.99,413204967
2011-05-16,2,2,0,0,New York,05,1,0.8,593135
2021-07-15,15,0,15,0,New York,07,0.99,0.99,413204967
2015-12-17,8,8,0,0,New York,12,0.95,1,51589519
2021-02-21,3,2,1,0,New York,02,1,0.86,389538239
2021-06-28,1,0,1,0,New York,06,1,0.91,409580849
2020-12-26,23,9,14,0,New York,12,0.98,0.99,381698920
2019-06-05,3,0,3,0,New York,06,0.97,0.66,266609191
2019-10-12,16,14,2,0,New York,10,0.96,0.63,301831302
2020-09-02,1,0,1,0,New York,09,0.9,0.83,365681137
2021-06-09,2,1,1,0,New York,06,1,0.66,406163945
2021-06-06,1,1,0,0,New York,06,1,1,405671301
2019-08-16,2,2,0,0,New York,08,1,0.36,286228252
2015-09-25,2,1,1,0,New York,09,0.8,0.53,45062059
2013-12-24,1,1,0,0,New York,12,1,1,10800237
2016-04-25,2,2,0,0,New York,04,1,1,68848703
2021-07-18,1,0,1,0,New York,07,0.92,0.95,413721652
2017-07-03,1,1,0,0,New York,07,1,0.97,138359800
2009-07-28,1,0,1,0,New York,07,1,0.96,28336
2014-01-05,2,1,1,0,New York,01,1,0.5,11039369
2015-08-21,1,1,0,0,New York,08,0.9,0.8,42140979
2021-05-12,16,0,16,0,New York,05,1,1,401202937
2021-05-12,16,0,16,0,New York,05,1,1,401202937
2019-09-14,2,2,0,0,New York,09,0.95,0.92,294887247
2016-07-07,1,1,0,0,New York,07,0.92,1,82279680
2021-01-12,3,3,0,0,New York,01,1,0.98,384307416
2014-06-18,2,0,2,0,New York,06,0.89,1,16954768
2021-07-05,1,0,1,0,New York,07,1,1,411125909
2021-02-21,3,2,1,0,New York,02,1,0.86,389538239
2017-06-27,163,34,129,0,New York,06,1,0.63,137358866
2020-12-26,5,0,5,0,New York,12,1,1,381702628
2021-07-20,1,1,0,0,New York,07,0.93,1,414022978
2018-11-09,1,1,0,0,New York,11,0.57,0.88,224979517
2021-07-20,1,1,0,0,New York,07,1,1,414036947
2021-07-20,3,3,0,0,New York,07,1,1,414068298
2021-07-20,1,1,0,0,New York,07,1,1,414079399
2016-03-03,101,101,0,0,New York,03,0.98,0.85,61391963
2019-11-29,3,0,3,0,New York,11,1,1,313011393
2014-04-22,1,1,0,0,New York,04,1,0.6,14608584
2015-12-17,8,8,0,0,New York,12,0.95,1,51589519
2015-09-03,2,0,2,0,New York,09,1,0.7,43231445
2021-07-20,2,2,0,0,New York,07,1,0.97,414139170
2021-03-23,18,4,4,10,New York,03,1,0.99,393897747
2017-04-01,1,1,0,0,New York,03,1,0.68,123719570
2012-11-07,4,2,2,0,New York,11,1,0.89,4083654
2015-07-24,8,4,4,0,New York,07,1,0.98,39399272
2016-08-10,3,3,0,0,New York,08,0.92,0.98,89211125
2014-12-23,1,1,0,0,New York,12,1,1,25145925
2015-09-27,1,1,0,0,New York,09,1,1,45192944
2015-08-03,3,0,3,0,New York,08,1,0.85,40385488
2020-09-10,1,1,0,0,New York,09,1,1,366996195
2021-02-01,1,1,0,0,New York,01,1,0.97,386892915
2021-05-12,1,0,1,0,New York,05,1,1,401278500
2021-05-21,4,0,4,0,New York,05,1,0.76,402799430
2021-05-21,4,0,4,0,New York,05,1,0.76,402799430
2021-04-05,1,0,1,0,New York,04,1,0.75,395699445
2015-07-07,9,4,5,0,New York,07,1,0.99,37787619
2019-10-09,8,8,0,0,New York,10,0.99,0.95,301194419
2021-07-21,1,1,0,0,New York,07,1,0.9,414317909
2015-11-12,1,0,1,0,New York,11,1,0.77,48881919
2012-08-22,1,1,0,0,New York,08,1,0.87,3343528
2015-10-23,1,1,0,0,New York,10,0.9,0.94,47262619
2015-07-07,9,4,5,0,New York,07,1,0.99,37787619
2015-07-07,9,4,5,0,New York,07,1,0.99,37787619
2015-07-07,9,4,5,0,New York,07,1,0.99,37787619
2019-01-24,6,4,2,0,New York,01,0.95,0.77,238686010
2021-06-10,14,0,14,0,New York,06,1,0.83,406460695
2021-06-10,14,0,14,0,New York,06,1,0.83,406460695
2021-06-10,14,0,14,0,New York,06,1,0.83,406460695
2015-07-24,8,4,4,0,New York,07,1,0.98,39399272
2021-07-22,1,1,0,0,New York,07,1,1,414538902
2021-06-10,14,0,14,0,New York,06,1,0.83,406460695
2021-06-10,14,0,14,0,New York,06,1,0.83,406460695
2015-05-17,1,0,1,0,New York,05,1,0.99,33612342
2021-06-10,14,0,14,0,New York,06,1,0.83,406460695
2016-06-01,1,1,0,0,New York,05,0.83,0.8,75229214
2021-07-21,2,2,0,0,New York,07,1,1,414221490
2019-06-10,1,1,0,0,New York,06,0.86,0.67,267627839
2018-10-22,1,1,0,0,New York,10,1,1,221958348
2020-08-16,1,1,0,0,New York,08,1,0.83,362851420
2019-01-09,3,0,3,0,New York,01,1,0.98,235585976
2021-07-23,1,0,1,0,New York,07,1,1,414769398
2018-01-11,6,1,5,0,New York,01,1,1,167270001
2016-08-01,2,0,2,0,New York,07,1,0.96,87183086
2021-07-24,1,1,0,0,New York,07,1,0.91,414869990
2020-07-28,2,0,2,0,New York,07,0.2,0.24,359075187
2017-01-26,4,1,3,0,New York,01,0.88,0.69,113468097
2021-04-04,3,0,3,0,New York,04,0.83,1,395520753
2021-07-24,3,0,3,0,New York,07,1,1,414924887
2015-07-24,8,4,4,0,New York,07,1,0.98,39399272
2015-01-22,3,2,1,0,New York,01,1,0.83,26555925
2021-07-24,1,0,1,0,New York,07,0.2,0.65,414960176
2017-07-02,4,4,0,0,New York,07,0.97,0.94,138086216
2019-09-17,2,2,0,0,New York,09,1,0.88,295618201
2021-03-24,1,1,0,0,New York,03,1,1,393967857
2015-09-14,2,2,0,0,New York,09,1,1,44152990
2012-05-13,1,1,0,0,New York,05,1,0.6,2363574
2021-07-23,1,1,0,0,New York,07,1,1,414684807
2011-10-31,3,1,2,0,New York,10,0.97,0.86,1354727
2016-10-09,3,1,2,0,New York,10,1,0.97,98868983
2018-02-27,1,1,0,0,New York,02,1,0.92,175716492
2020-10-11,1,1,0,0,New York,10,1,1,371559902
2014-09-29,1,1,0,0,New York,09,1,0.57,21909330
2018-04-11,1,0,1,0,New York,04,1,0.73,183806961
2021-07-25,1,1,0,0,New York,07,1,0.96,415121156
2020-02-08,9,8,1,0,New York,02,1,0.99,334611519
2019-04-23,1,0,1,0,New York,04,0.8,0.75,257574282
2021-07-25,1,1,0,0,New York,07,1,1,415142603
2013-03-01,4,1,3,0,New York,02,1,0.8,5278391
2021-07-19,1,1,0,0,New York,07,0.93,1,413875067
2015-04-14,1,0,1,0,New York,04,0.2,0.27,31204913
2020-01-19,1,1,0,0,New York,01,1,0.5,329063652
2013-01-29,9,0,9,0,New York,01,1,0.67,4888892
2020-01-26,2,2,0,0,New York,01,1,0.8,330751531
2015-08-31,2,1,1,0,New York,08,1,0.99,42998647
2021-07-26,1,1,0,0,New York,07,1,1,415255533
2016-09-11,1,1,0,0,New York,09,1,1,94682993
2017-12-29,2,0,2,0,New York,12,0.67,1,164821432
2014-12-15,1,1,0,0,New York,12,1,1,24874587
